SensorIndex_1,AccelX_1,AccelY_1,AccelZ_1,GyroX_1,GyroY_1,GyroZ_1,MagX_1,MagY_1,MagZ_1,Quat1_1,Quat2_1,Quat3_1,Quat4_1,Sampletime_1,Package_1
0,0.03999999910593033,-0.07000000029802322,9.739999771118164,0.0625,-0.1875,0,29.875,-28.25,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20020,39
0,0.05999999865889549,-0.05000000074505806,9.729999542236328,0.0625,0.125,0,29.875,-28.25,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20030,40
0,0.05000000074505806,-0.09000000357627869,9.720000267028809,-0.0625,-0.0625,0,29.875,-28.25,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20040,41
0,0.029999999329447746,-0.05999999865889549,9.720000267028809,0.0625,0,0,29.875,-28.25,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20050,42
0,0.029999999329447746,-0.07000000029802322,9.760000228881836,0.125,0.125,-0.0625,29.5,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20061,43
0,0.029999999329447746,-0.09000000357627869,9.760000228881836,0,0,-0.125,29.5,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20071,44
0,0.03999999910593033,-0.05000000074505806,9.729999542236328,0.0625,-0.125,-0.0625,29.5,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20081,45
0,0.03999999910593033,-0.07999999821186066,9.729999542236328,0,0.0625,0.125,29.5,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20090,46
0,0.03999999910593033,-0.09000000357627869,9.75,-0.0625,-0.125,0.0625,29.5,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20100,47
0,0.05000000074505806,-0.09000000357627869,9.75,0,-0.125,0,31.375,-28.25,-18.875,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20111,48
0,0.03999999910593033,-0.07999999821186066,9.729999542236328,-0.125,-0.0625,0.125,31.375,-28.25,-18.875,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20120,49
0,0.07000000029802322,-0.07999999821186066,9.729999542236328,0,-0.0625,0,31.375,-28.25,-18.875,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20130,50
0,0.07000000029802322,-0.07999999821186066,9.720000267028809,0,-0.125,0,31.375,-28.25,-18.875,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20140,51
0,0.05000000074505806,-0.09000000357627869,9.729999542236328,0,-0.0625,0,31.375,-28.25,-18.875,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20150,52
0,0.03999999910593033,-0.09000000357627869,9.720000267028809,0,0.25,0,29.5,-18.5,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20161,53
0,0.05000000074505806,-0.07000000029802322,9.729999542236328,0,0,0,29.5,-18.5,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20171,54
0,0.05999999865889549,-0.05999999865889549,9.699999809265137,0,0.0625,0,29.5,-18.5,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20181,55
0,0.05999999865889549,-0.10000000149011612,9.729999542236328,0.0625,0.0625,0.0625,29.5,-18.5,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20190,56
0,0.05000000074505806,-0.07999999821186066,9.760000228881836,0.1875,-0.125,0.125,29.5,-18.5,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20200,57
0,0.05000000074505806,-0.10000000149011612,9.760000228881836,0.125,-0.0625,0.125,29.875,-26.375,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20211,58
0,0.03999999910593033,-0.09000000357627869,9.75,-0.0625,0.125,0,29.875,-26.375,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20221,59
0,0.05000000074505806,-0.03999999910593033,9.710000038146973,0.125,0.1875,-0.0625,29.875,-26.375,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20231,60
0,0.029999999329447746,-0.07000000029802322,9.710000038146973,0.0625,-0.1875,0,29.875,-26.375,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20241,61
0,0.029999999329447746,-0.09000000357627869,9.739999771118164,0.0625,-0.0625,0.0625,29.875,-26.375,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20250,62
0,0.03999999910593033,-0.05999999865889549,9.739999771118164,-0.125,-0.0625,0.125,29.875,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20261,63
0,0.07000000029802322,-0.09000000357627869,9.699999809265137,0,-0.125,-0.0625,29.875,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20271,64
0,0.05000000074505806,-0.07999999821186066,9.710000038146973,0.0625,0,-0.0625,29.875,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20281,65
0,0.05000000074505806,-0.07999999821186066,9.760000228881836,0.0625,0,-0.0625,29.875,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20290,66
0,0.07000000029802322,-0.05999999865889549,9.760000228881836,-0.0625,-0.0625,0.0625,29.875,-27.5,-18.75,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20300,67
0,0.05999999865889549,-0.07000000029802322,9.720000267028809,-0.0625,-0.25,0,29.1875,-27.875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20311,68
0,0.029999999329447746,-0.10000000149011612,9.739999771118164,0.125,-0.1875,0.0625,29.1875,-27.875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20321,69
0,0.05000000074505806,-0.09000000357627869,9.710000038146973,0,-0.125,0,29.1875,-27.875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20331,70
0,0.05999999865889549,-0.07000000029802322,9.729999542236328,0.125,-0.0625,0,29.1875,-27.875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20341,71
0,0.07000000029802322,-0.07999999821186066,9.739999771118164,0,-0.1875,0.0625,29.1875,-27.875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20350,72
0,0.05000000074505806,-0.09000000357627869,9.75,0.125,-0.25,0.0625,30.6875,-17.375,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20361,73
0,0.05999999865889549,-0.09000000357627869,9.739999771118164,-0.0625,0.1875,0,30.6875,-17.375,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20371,74
0,0.05999999865889549,-0.07000000029802322,9.710000038146973,0,-0.0625,0,30.6875,-17.375,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20381,75
0,0.05999999865889549,-0.07000000029802322,9.739999771118164,-0.0625,-0.0625,0,30.6875,-17.375,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20390,76
0,0.05999999865889549,-0.07000000029802322,9.720000267028809,0,-0.125,0.0625,30.6875,-17.375,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20400,77
0,0.05000000074505806,-0.05999999865889549,9.729999542236328,0,-0.125,-0.0625,30.25,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20411,78
0,0.03999999910593033,-0.07000000029802322,9.729999542236328,0.125,-0.0625,0.1875,30.25,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20421,79
0,0.05000000074505806,-0.07000000029802322,9.729999542236328,-0.0625,0.0625,0.0625,30.25,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20431,80
0,0.05000000074505806,-0.10000000149011612,9.710000038146973,0.125,0.0625,0,30.25,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20441,81
0,0.05000000074505806,-0.07999999821186066,9.720000267028809,-0.125,-0.0625,0,30.25,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20450,82
0,0.05999999865889549,-0.09000000357627869,9.789999961853027,0.0625,0.0625,-0.0625,30.25,-30.5,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20461,83
0,0.05000000074505806,-0.07000000029802322,9.739999771118164,0,0.1875,-0.0625,30.25,-30.5,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20471,84
0,0.05000000074505806,-0.09000000357627869,9.739999771118164,0,0,0.0625,30.25,-30.5,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20481,85
0,0.03999999910593033,-0.09000000357627869,9.760000228881836,0,0,0.0625,30.25,-30.5,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20491,86
0,0.05000000074505806,-0.07999999821186066,9.729999542236328,0.0625,-0.0625,0.0625,30.25,-30.5,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20500,87
0,0.05000000074505806,-0.07999999821186066,9.739999771118164,-0.0625,0,0.0625,29.875,-28.25,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20512,88
0,0.05000000074505806,-0.07999999821186066,9.760000228881836,0.0625,0,0.125,29.875,-28.25,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20521,89
0,0.03999999910593033,-0.07999999821186066,9.739999771118164,0,0.0625,0.0625,29.875,-28.25,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20532,90
0,0.05000000074505806,-0.07000000029802322,9.720000267028809,0,-0.125,0.125,29.875,-28.25,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20542,91
0,0.03999999910593033,-0.07999999821186066,9.720000267028809,0,-0.1875,0.0625,29.875,-28.25,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20550,92
0,0.03999999910593033,-0.07999999821186066,9.770000457763672,-0.125,-0.125,0.0625,29.875,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20562,93
0,0.05999999865889549,-0.07000000029802322,9.720000267028809,0,-0.125,0,29.875,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20572,94
0,0.05000000074505806,-0.07999999821186066,9.710000038146973,0,-0.25,0.0625,29.875,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20582,95
0,0.07999999821186066,-0.07000000029802322,9.729999542236328,-0.0625,0,-0.0625,29.875,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20591,96
0,0.05000000074505806,-0.07999999821186066,9.739999771118164,0,0,0,29.875,-30.1875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20600,97
0,0.05000000074505806,-0.10000000149011612,9.739999771118164,0.125,-0.0625,0.0625,29.875,-28.25,-17.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20612,98
0,0.03999999910593033,-0.07000000029802322,9.710000038146973,-0.125,0.0625,-0.0625,29.875,-28.25,-17.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20622,99
0,0.05000000074505806,-0.09000000357627869,9.710000038146973,-0.0625,-0.0625,0.1875,29.875,-28.25,-17.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20632,100
0,0.05000000074505806,-0.10000000149011612,9.720000267028809,0.125,-0.4375,0.0625,29.875,-28.25,-17.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20642,101
0,0.05999999865889549,-0.07999999821186066,9.739999771118164,-0.0625,-0.0625,0.0625,29.875,-28.25,-17.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20650,102
0,0.05000000074505806,-0.09000000357627869,9.75,-0.0625,0.0625,-0.125,29.875,-24.875,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20662,103
0,0.05999999865889549,-0.07999999821186066,9.710000038146973,-0.0625,0.0625,0.125,29.875,-24.875,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20672,104
0,0.029999999329447746,-0.07000000029802322,9.710000038146973,0,0.0625,0,29.875,-24.875,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20682,105
0,0.05999999865889549,-0.09000000357627869,9.710000038146973,0,0.125,0,29.875,-24.875,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20691,106
0,0.05999999865889549,-0.07999999821186066,9.770000457763672,0.0625,-0.0625,0,29.875,-24.875,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20700,107
0,0.029999999329447746,-0.07999999821186066,9.75,0.0625,-0.125,0.0625,30.6875,-27.5,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20712,108
0,0.05000000074505806,-0.07999999821186066,9.760000228881836,0.125,-0.125,0,30.6875,-27.5,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20722,109
0,0.029999999329447746,-0.09000000357627869,9.710000038146973,0,0.0625,0.0625,30.6875,-27.5,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20732,110
0,0.05999999865889549,-0.09000000357627869,9.739999771118164,0,-0.125,0,30.6875,-27.5,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20742,111
0,0.07000000029802322,-0.05999999865889549,9.739999771118164,0.125,0,-0.0625,30.6875,-27.5,-18.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20750,112
0,0.05999999865889549,-0.09000000357627869,9.75,0.0625,-0.125,0,29.875,-27.875,-20.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20762,113
0,0.05000000074505806,-0.07999999821186066,9.720000267028809,-0.0625,-0.0625,0,29.875,-27.875,-20.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20772,114
0,0.07000000029802322,-0.07000000029802322,9.710000038146973,0.0625,-0.0625,-0.0625,29.875,-27.875,-20.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20782,115
0,0.05999999865889549,-0.07999999821186066,9.729999542236328,0,-0.125,0,29.875,-27.875,-20.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20791,116
0,0.03999999910593033,-0.07999999821186066,9.760000228881836,-0.125,0.0625,-0.0625,29.875,-27.875,-20.5,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20800,117
0,0.03999999910593033,-0.10000000149011612,9.75,0,0,-0.0625,28.75,-27.1875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20812,118
0,0.05000000074505806,-0.10000000149011612,9.720000267028809,0.125,-0.0625,0.0625,28.75,-27.1875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20822,119
0,0.05000000074505806,-0.09000000357627869,9.670000076293945,-0.125,-0.0625,0.0625,28.75,-27.1875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20832,120
0,0.05000000074505806,-0.05999999865889549,9.739999771118164,0.1875,-0.0625,0,28.75,-27.1875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20842,121
0,0.019999999552965164,-0.07000000029802322,9.739999771118164,0.125,-0.0625,-0.125,28.75,-27.1875,-19.5625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20850,122
0,0.05999999865889549,-0.09000000357627869,9.729999542236328,0.0625,-0.0625,0.0625,30.25,-26.75,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20862,123
0,0.03999999910593033,-0.07999999821186066,9.729999542236328,-0.0625,-0.0625,-0.125,30.25,-26.75,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20872,124
0,0.019999999552965164,-0.07000000029802322,9.699999809265137,0.0625,0,0,30.25,-26.75,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20882,125
0,0.05000000074505806,-0.07999999821186066,9.710000038146973,-0.0625,-0.0625,0.0625,30.25,-26.75,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20892,126
0,0.07999999821186066,-0.09000000357627869,9.760000228881836,-0.125,-0.0625,0,30.25,-26.75,-18.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20900,127
0,0.05999999865889549,-0.09000000357627869,9.729999542236328,-0.0625,0.0625,0.0625,29.875,-27.5,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20912,128
0,0.05999999865889549,-0.07000000029802322,9.710000038146973,0,-0.125,0,29.875,-27.5,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20922,129
0,0.03999999910593033,-0.07000000029802322,9.720000267028809,0.125,-0.1875,0,29.875,-27.5,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20932,130
0,0.05000000074505806,-0.05999999865889549,9.720000267028809,-0.0625,0.0625,-0.0625,29.875,-27.5,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20942,131
0,0.03999999910593033,-0.09000000357627869,9.739999771118164,0.125,0,0,29.875,-27.5,-20.0625,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20950,132
0,0.07000000029802322,-0.07999999821186066,9.760000228881836,0.1875,-0.125,0.0625,30.6875,-27.875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20963,133
0,0.05000000074505806,-0.07000000029802322,9.729999542236328,-0.0625,-0.125,0.0625,30.6875,-27.875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20972,134
0,0.03999999910593033,-0.07999999821186066,9.760000228881836,0.0625,0,0.0625,30.6875,-27.875,-19.25,-0.3962460458278656,-0.004760812036693096,0.007141217589378357,-0.9181042313575745,20983,135
